date,reason
6/5/2014 15:07,09 - Personal Interest
8/15/2014 15:51,09 - Personal Interest
8/19/2014 17:51,09 - Personal Interest
2/9/2015 14:34,09 - Personal Interest
4/21/2015 11:19,09 - Personal Interest
3/30/2016 9:01,09 - Personal Interest
4/12/2016 8:42,09 - Personal Interest
4/15/2016 8:31,09 - Personal Interest
5/3/2016 8:22,09 - Personal Interest
5/19/2016 8:15,09 - Personal Interest
6/13/2016 16:28,09 - Personal Interest
8/16/2016 13:30,09 - Personal Interest
1/9/2017 10:12,09 - Personal Interest
2/8/2017 12:45,09 - Personal Interest
12/14/2012 15:26,09 - Personal Interest
3/13/2013 10:58,09 - Personal Interest
4/15/2013 8:18,09 - Personal Interest
10/24/2013 15:55,09 - Personal Interest
1/6/2014 10:52,09 - Personal Interest
1/9/2014 13:18,09 - Personal Interest
3/6/2014 16:25,09 - Personal Interest
4/3/2014 11:29,09 - Personal Interest
4/15/2014 16:27,09 - Personal Interest
5/1/2014 18:02,09 - Personal Interest
5/1/2014 18:37,09 - Personal Interest
5/30/2014 10:12,09 - Personal Interest
5/30/2014 13:43,09 - Personal Interest
6/19/2014 13:07,09 - Personal Interest
7/18/2014 9:21,09 - Personal Interest
7/21/2014 9:24,09 - Personal Interest
7/25/2014 11:06,09 - Personal Interest
8/4/2014 11:24,09 - Personal Interest
8/13/2014 13:36,09 - Personal Interest
8/13/2014 16:06,09 - Personal Interest
8/15/2014 11:44,09 - Personal Interest
11/21/2014 14:21,09 - Personal Interest
1/7/2015 12:11,09 - Personal Interest
1/23/2015 9:59,09 - Personal Interest
2/10/2015 10:18,09 - Personal Interest
2/10/2015 10:24,09 - Personal Interest
2/10/2015 10:39,09 - Personal Interest
2/10/2015 10:41,09 - Personal Interest
2/11/2015 9:15,09 - Personal Interest
2/11/2015 9:27,09 - Personal Interest
2/11/2015 9:31,09 - Personal Interest
2/11/2015 9:35,09 - Personal Interest
2/11/2015 10:15,09 - Personal Interest
2/11/2015 10:39,09 - Personal Interest
2/11/2015 12:19,09 - Personal Interest
2/20/2015 15:43,09 - Personal Interest
2/20/2015 16:13,09 - Personal Interest
2/24/2015 13:00,09 - Personal Interest
3/23/2015 15:44,09 - Personal Interest
3/26/2015 8:48,09 - Personal Interest
3/27/2015 13:22,09 - Personal Interest
4/6/2015 9:44,09 - Personal Interest
4/6/2015 9:58,09 - Personal Interest
4/15/2015 9:48,09 - Personal Interest
4/16/2015 9:06,09 - Personal Interest
4/20/2015 18:37,09 - Personal Interest
4/20/2015 18:53,09 - Personal Interest
4/20/2015 19:34,09 - Personal Interest
4/21/2015 10:52,09 - Personal Interest
4/21/2015 10:53,09 - Personal Interest
4/21/2015 10:53,09 - Personal Interest
4/21/2015 11:19,09 - Personal Interest
5/14/2015 11:12,09 - Personal Interest
5/14/2015 16:26,09 - Personal Interest
5/15/2015 8:50,09 - Personal Interest
5/18/2015 16:44,09 - Personal Interest
5/18/2015 16:48,09 - Personal Interest
5/18/2015 17:28,09 - Personal Interest
5/18/2015 17:34,09 - Personal Interest
5/21/2015 16:18,09 - Personal Interest
5/22/2015 14:41,09 - Personal Interest
5/27/2015 14:17,09 - Personal Interest
6/15/2015 8:55,09 - Personal Interest
6/24/2015 16:24,09 - Personal Interest
6/29/2015 12:38,09 - Personal Interest
7/31/2015 14:27,09 - Personal Interest
8/10/2015 14:02,09 - Personal Interest
2/25/2016 9:36,09 - Personal Interest
2/25/2016 10:31,09 - Personal Interest
10/13/2003 9:18,I hope to gain a futher knowledge of the subjects of interest at a reasonable price.
12/1/2003 8:46,I was told best nursing program in Oklahoma(01)
12/2/2003 9:30,"01,10 
I want to go to an Oklahoma School, and my first choice was OC but I don't have enough money to go and they don't wanna help me; so I'm going with my second choice and that is UCO."
12/12/2003 10:43,o1 UCO Bachelors degree in nursing
12/15/2003 9:18,01 UCO Bachelor's Degree
12/16/2003 8:33,01 UCO Bachelor's Degree
1/5/2004 7:20,10 - One of the few colleges that offers the course of study that I am interested in.  I also read reviews regarding the college and staff which were very complimentary.
1/7/2004 10:56,General Studies - minor in Art
1/23/2004 8:52,I was informed that UCO has an excellent Education program. Also I was recently informed that the company I am currently working for (Sykes) will be having a major lay-off.
1/23/2004 8:52,I heard they have a good education program.
4/7/2004 10:12,01 UCO Bachelor's Degree
6/15/2004 8:37,01 UCO Bachelor's Degree
7/20/2004 11:34,I wanted to move back to Edmond. (was a student at Oklahoma Christian University in Edmond.) 01
7/30/2004 14:40,10 Transfer to Another College
10/14/2004 16:23,01 Bachelor's Degree
10/18/2004 15:30,"02, 10"
3/14/2005 14:18,UCO Bachelor's Degree
3/14/2005 16:24,"01, 10"
7/13/2005 9:19,UCO Bachelor's Degree
9/27/2005 16:02,02 Second Bachelor's Degree
3/6/2006 8:07,01 UCO Bachelor's Degree
3/13/2006 13:36,UCO Bachelor's Degree
3/21/2006 10:45,01 UCO Bachelor's Degree
3/28/2006 12:14,01 UCO Bachelor's Degree
3/31/2006 8:42,Tinker Program Managment program
4/5/2006 8:45,01 (UCO Bachelor's Degree)
4/6/2006 14:03,02 Second Bachelor's Degree
4/18/2006 9:41,school nurse summer institute
7/19/2006 8:40,UCO Bachelors Degree
11/27/2006 15:42,01 Bachelor's Degree
12/10/2006 13:31,01 UCO Bachelor's Degree
5/30/2007 7:48,01 Bachelor's Degree
12/13/2007 9:54,Career Tech New Teacher Academy
5/9/2008 8:19,09- I researched programs and your speech pathology degree plan was what I was looking for and my sister is a education graduate from UCO.
2/1/2010 12:47,01 UCO Bachelor's Degree
3/30/2010 12:51,I've recently moved to the Edmond area. UCO is closer to home now. And also since I will be applying to Nursing School soon UCO is one of my top choices. I here it has the top in the state.
4/1/2010 14:47,"Summer classes, I attend OU"
5/19/2010 14:58,summer school
6/2/2010 13:39,Need to take Microbiology for Nursing School in the fall
8/18/2010 9:30,Would like to take a course that is not being offered at OU this semester
1/11/2011 9:14,Because it's a quality university.
12/16/2010 13:42,I need to retake some courses I took during my undergraduate education to raise my GPA and improve my chances of acceptance into medical school.
1/6/2011 16:27,Personal Interest
1/7/2011 13:48,non-degree
1/28/2011 11:37,Location is ideal and the nursing program seems well established.
6/6/2011 16:37, I need to take a few class to enter my bachelor's program in the summer.
6/22/2011 9:19,Army ROTC
7/20/2011 8:14,Take an economics class.
2/20/2012 14:45,02 - 2nd Bachelor's
6/4/2012 12:52,02 - 2nd Bachelor's
7/30/2012 12:00,02 - 2nd Bachelor's
3/12/2013 10:55,AA - Pursuing AAS - ACM Program
6/10/2013 11:49,02 - 2nd Bachelor's
6/17/2013 10:36,AA - Pursuing AAS - ACM Program
6/17/2013 10:37,AA - Pursuing AAS - ACM Program
1/6/2014 10:57,10 - Transfer to Another College
9/9/2014 10:09,02 - 2nd Bachelor's
11/10/2014 11:25,10 - Transfer to Another College
3/30/2015 8:17,10 - Transfer to Another College
3/30/2015 8:22,10 - Transfer to Another College
4/27/2015 13:40,10 - Transfer to Another College
6/25/2015 11:17,02 - 2nd Bachelor's
7/6/2015 12:44,10 - Transfer to Another College
8/12/2015 16:27,AA - Pursuing AAS - ACM Program
11/2/2015 17:01,10 - Transfer to Another College
11/3/2015 12:00,10 - Transfer to Another College
11/30/2015 13:53,02 - 2nd Bachelor's
12/15/2015 10:44,10 - Transfer to Another College
3/1/2016 9:21,10 - Transfer to Another College
4/1/2016 8:17,10 - Transfer to Another College
5/19/2016 8:15,10 - Transfer to Another College
5/19/2016 8:19,10 - Transfer to Another College
5/27/2016 14:28,02 - 2nd Bachelor's
6/6/2016 16:41,10 - Transfer to Another College
8/17/2016 13:15,02 - 2nd Bachelor's
12/6/2016 15:05,10 - Transfer to Another College
1/23/2017 15:21,02 - 2nd Bachelor's
3/24/2017 8:32,10 - Transfer to Another College
4/21/2017 16:39,10 - Transfer to Another College
5/8/2017 10:59,10 - Transfer to Another College
5/11/2017 13:57,10 - Transfer to Another College
6/12/2017 8:52,10 - Transfer to Another College
5/24/2017 13:29,10 - Transfer to Another College
5/26/2017 10:28,10 - Transfer to Another College
7/3/2002 9:57,"I want an college degree and college education.
01"
8/1/2002 9:00,01 UCO Bachelor's Degree
8/8/2002 8:32,01 UCO Bachelor's Degree
11/8/2002 12:43,Cause it sounds like a pretty good school to go to
10/6/2003 8:41,"I am attending UCO for #09, Personal Interest."
10/13/2003 9:17,01 UCO Bachelor's Degree
11/4/2003 12:05,"01
10"
11/7/2003 8:53,01 UCO Bachelor's Degree
11/13/2003 9:01,01 UCO Bachelor's Degree
11/13/2003 9:02,uco bachelors degree.
11/18/2003 9:11,01.UCO Bachelor's Degree
11/18/2003 15:57,01 UCO Bachelor's Degree
11/20/2003 10:24,"09.  I want to brush up on basic business, and business math in preparation for applying to MBA programs next fall."
11/25/2003 8:21,"01
04"
12/1/2003 8:45,It is very close to my current home and i have visited the campus and I enjoyed it greatly. 01
12/1/2003 8:48,01 UCO Bachelor's Degree
12/1/2003 9:02,"close to home, nice campus, legacy, greek life"
12/2/2003 9:28,01 UCO Bachelor's Degree
12/5/2003 8:41,"I would like to attend UCO for a few reasons. First, My mother lives in Enid, OK, and I would like to live closer. Second, I have been told by several people that UCO is a great University and I have"
12/5/2003 8:43,01 UCO Bachelor's Degree
12/8/2003 9:28,"I like the size, location, and I have heard good things about it. I am also interested in playing softball. 01"
12/8/2003 9:30,01 UCO Bachelor's Degree
12/9/2003 9:17,The environment is wonderful. I really feel it will help me in the career that I plan to choose.
12/11/2003 9:36,UCO Bachelor's
12/15/2003 9:20,I have chosen 01 Bachelor's Degree.  I want to become a mortition. I feel this program will help me with what I need to open my own funeral home someday.
12/15/2003 9:21,I plan on attending UCO from hearing such great things from students. Undecided-12
12/16/2003 8:34,"01, 09, 12"
1/5/2004 7:23,"01,04,09"
1/5/2004 7:24,"01
04"
1/5/2004 7:31,Close to home
1/5/2004 7:41,01 or 09
1/7/2004 10:47,01 UCO Bachlor's Degree
1/7/2004 10:54,01 UCO Bachelor's Degree
1/9/2004 10:24,01 UCO Bachelor's Degree
1/12/2004 17:34,Bachelors Degree
1/13/2004 8:06,01 UCO Bachelor's Degree
1/13/2004 10:08,01 UCO Bachelor's Degree
1/15/2004 7:53,01 UCO Bachelor's Degree
1/20/2004 8:06,12 undecided
1/20/2004 8:07,Undecided or Non-Degree
1/20/2004 8:07,01 UCO Bachelor's Degree
1/20/2004 8:08,01 and 02
1/21/2004 10:35,01 UCO Bachelor's Degree
1/22/2004 9:04,01 Bachelor's Degree
1/22/2004 9:04,"I am an accomplished jazz electric bassist, and I would like to participate in the Jazz Bands.
01"
1/26/2004 10:04,01 UCO Bachelor's Degree
1/28/2004 8:58,04 teacher certification (Post Baccalaureate)
1/28/2004 8:59,UCO Bachelor's Degree
1/28/2004 8:59,01 UCO Bachleor's Degree
1/30/2004 11:15,01 UCO Bachelor's Degree
2/2/2004 9:04,01- It is close to my home and some of my friends will be attending in the fall.
2/2/2004 9:05,To be closer to family
2/2/2004 9:05,01 Bachelor's Degree 02 Second Bachelor'sDegree 03 Relatively Close To Home 04 Cost and Tuition 05 Personal Interests
2/6/2004 8:32,I am interested in getting a quality education close to home.  I would like to join the wrestling program at UCO.  01
2/6/2004 9:21,01 UCO Bachelor's Degree
2/9/2004 12:51,01 UCO Bachelor's Degree
2/9/2004 12:53,I would like to attend UCO because i want to become a movei and theatre director. I think UCO is a great place for me to learn how. I would like to get a Bachelor's Degree 01.
2/12/2004 13:16,It is time to go to college
6/15/2004 8:37,Undecided
6/15/2004 8:37,01 and 04
6/15/2004 8:37,01 UCO Bachelor's Degree
10/20/2004 15:06,"01
10"
10/21/2004 15:42,"UCO is the best college in Oklahoma for studying Forensic Science.
01"
2/4/2005 9:13,"01, 10"
2/4/2005 9:13,In the future i want to succeed in my studies by attending and completing courses at UCO.
2/9/2005 10:08,01 UCO Bachelor Degree
3/14/2005 14:18,Undecided
3/14/2005 14:18,12 undecided
3/14/2005 14:18,01 & 10
3/14/2005 16:24,I would like to attend UCO because it is not far from home and I have heard great things about the school
3/16/2005 15:36,01 UCO Bachelor's Degree
3/16/2005 15:37,01- Bachelor's Degree
3/16/2005 15:37,"01, 04,"
3/16/2005 15:38,because of your great forensics program
7/13/2005 9:19,Personal Interest
7/18/2005 16:00,01 UCO Degree
7/19/2005 16:00,01 UCO Bachelors Degree
2/17/2006 12:50,"01, 12"
2/17/2006 12:50,01 uco bachelor's degree.
2/17/2006 12:50,I plan to attend UCO because of several reasons. First and foremost UCO is gathering a good reputation for Nursing and Premed degrees. Second it is in my home town and I want to be close to my family.
2/20/2006 15:23,Because this college is close to home and provides alot of study and training for the degree I want. It's the best choice for me and is a smaller ratio for student to teacher. 01 UCO Bachelor's Degree
2/22/2006 9:49,"01, UCO is the only option for me. UCO is the only school with a good forensic program."
2/23/2006 8:09,Bachelor's
3/6/2006 8:07,10. Transfer to another college
3/6/2006 8:07,01 Bachelors Degree. I want to attend UCO because it is close to home and I can continue to work at my current job.
3/6/2006 8:07,01. uco bachelor's degree
3/6/2006 8:07,01 UCO Bachelor's Degree
3/6/2006 8:07,01 UCO Bachelor's Degree
3/13/2006 13:36,01 UCO Bachelor's Degree
3/13/2006 13:36,01-Bachelor's Degree
3/13/2006 13:36,The get the best training possible to teach the children of the future. 04 Teacher Certification
3/20/2006 8:42,"UCO Bachelor's Degree
Teacher Certification"
3/20/2006 8:43,Close to home.  I also have a learning disability and i hear you have a great program.
3/20/2006 8:43,01 UCO Bachelor's Degree
3/22/2006 8:41,01 uco bachelor's degree.
3/23/2006 10:56,UCO Bachelor's Degree
3/27/2006 8:14,"01 uso bachelor's degree, 09 personal interest"
3/29/2006 8:16,My reason for attending UCO is because it has a fast growing music perfomance and because I think that UCO is the best place for me many of my friends have atteneded there or are attending thier.
3/30/2006 10:13,01 UCO Bachelor's Degree
4/3/2006 9:06,Bachelor's Degree
4/4/2006 8:23,"My reason for attending the University of Central Oklahoma is that it would be a great school to begin my journey through life. I plan to complete my basics, and further my studies. Eventually I want"
4/4/2006 8:23,01 UCO Bachelor's Degree
4/7/2006 8:12,01  I want to attend UCO because I have heard it has a good reputation of being a good school for people wanting to get a degree in teaching.  I know I will excel in the courses that I take and I want
4/7/2006 8:12,To recieve a good education from a high quality school. 01 UCO Bachelor's Degree
4/17/2006 8:45,to uptain general education credits
4/17/2006 8:45,01UCO Bachelor's Degree 02Biology/Pre-Medical 03Music Education-Insturmental
4/17/2006 8:46,01 UCO Bachelor's Degree
4/18/2006 9:41,"I am going to attend the University of Tulsa in the fall, however I would like to take my Spanish Class at UCO this summer."
4/19/2006 11:48,"01, 04, 09"
4/19/2006 11:48,01-UCO Bachelors
4/20/2006 15:42,1. UCO Bachelor's Degree
4/20/2006 15:42,playing football and undecided
4/20/2006 15:42,01 UCO Bachelor's Degree
7/19/2006 8:40,"i like the campus i have a brother that atends the school, and the campus is not far from home."
11/29/2006 15:07,01 UCO Bachelor's Degree
12/6/2006 14:04,01 UCO Bachelor's Degree
1/8/2007 15:51,to receive a bachelor degree
1/23/2007 8:09,"UCO seems like an amazing school, and it has both communications and music. i also want to be close to my family when they move there soon. I love acting in front of the camera i also love singing esp"
1/24/2007 14:40,01 UCO Bachelor's Degree
1/29/2007 13:57,"01, 02"
2/6/2007 13:49,UCO Bachelor's Degree
2/6/2007 14:17,Bachelor's Degree
2/13/2007 9:24,Bachelor's Degree
2/15/2007 13:07,01UCO Bachelor's Degree
2/15/2007 13:07,01 uco Bachelor's
2/15/2007 13:07,12 Personal Interest
2/15/2007 13:07,01 Close to home 02 Good school 03 Cost
2/15/2007 13:07,12 undecided
2/15/2007 13:07,01 UCO Bachelor's Degree
2/15/2007 13:08,01 UCO Bachelor's Degree
2/15/2007 13:08,UCO Bachelor's Degree ; transfer to another college
2/15/2007 13:08,01 UCO Bachelor's Degree
2/21/2007 13:10,My mom went to UCO and I am aware that UCO has one of the best education programs in the state of Oklahoma.
2/21/2007 15:26,01 UCO Bachelor's Degree
2/21/2007 15:47,"09 personal interest
09 personal interest"
2/22/2007 8:35,"04, 09,"
2/26/2007 11:48,Bachelor's Degree
3/4/2007 16:05,I want to go to uco to become a teacher. I want to receive my Teacher Certification.
3/8/2007 16:10,I really am interested in attending UCO this fall coming up.
3/13/2007 15:48,01 UCO Bachelor's Degree
3/15/2007 16:03,01 Bachelor's Degree
3/28/2007 15:18,UCO Beachelor's Degree
4/2/2007 15:00,09 Personal Interest
4/13/2007 10:34,To get my bachelor's degree in Music Education
4/18/2007 14:41,UCO Bachelors Degree
5/22/2007 14:23,01 UCO Bachelor's Degree
5/22/2007 14:29,UCO Bachelor's Degree
5/22/2007 15:38,01 UCO Bachelor's Degree
6/5/2007 13:46,"01, 09"
9/9/2008 13:41,01. uco bachelor's degree
1/5/2007 10:28,Basic 21
2/21/2007 8:54,Just getting in some hours at home
3/2/2007 13:38,non-degree
3/13/2007 11:09,01 UCO Bachelor's Degree
3/28/2007 8:27,Good school and close to home
4/5/2007 10:58,12 Non-Degree
4/5/2007 10:58,Masters Degree
4/5/2007 10:59,10 courses not offered in a manner that is timely for graduation
4/10/2007 16:27,01 - To obtain a UCO Bachelor's Degree.
4/16/2007 16:26,UCO Certificate None Degree
4/20/2007 10:42,"01, 04, 09"
4/26/2007 8:45,"10 Transfer credits to another college
12 Non-Degree"
4/27/2007 12:06,12 - Non-Degree
5/2/2007 8:50,To go back to school to work on an Associates degree in Nursing
5/7/2007 8:15,10 Transfer to Another College
5/14/2007 9:32,04 Teacher Certification
5/17/2007 8:15,"01, 04"
5/29/2007 13:30,01 UCO Bachelor's Degree
5/29/2007 13:30,"Continuing my education through the summer.
10 (transfer for the summer 07)"
7/26/2007 11:59,"I'm an RN with an ADN and may continue on to BSN, but am also interested in Botany and Pharmacy. I eventually want to teach, so will want the Bachelor's and then Master's."
7/30/2007 8:17,01 followed by 04
8/10/2007 8:22,01 UCO Bachelor's Degree
8/30/2007 15:14,Excellent University.
10/17/2007 15:22,01 UCO Bachelor's Degree
10/17/2007 15:22,I heard that UCO graduates many of Oklahoma's best teachers. 04.. I also want to persue a career in Interior Designing. 01.
10/23/2007 16:25,"01,03,09"
10/23/2007 16:25,Brodcasting Major
10/23/2007 16:25,10 Transfer to Another College
11/29/2007 9:33,UCO Bachaelors degree
12/4/2007 14:45,To earn my Bachelor's Degree in Sociology and a minor in Theatre
12/20/2007 10:56,01-Bachelor's Degree
1/7/2008 8:57,"01, 04"
1/9/2008 14:28,Hockey and finish General Business degree
1/14/2008 14:07,I am attending UCO to receive my Bachelor's Degree and to play on the UCO hockey team.01
3/28/2008 9:55,"01, I am attending UCO to further my education, and to prepare myself to better myself as a citizen of the United States."
4/8/2008 10:50,"01
10"
8/12/2009 11:58,UCO's Bachelor's degree in Nursing
6/22/2010 8:04,UCO Bachelor's Degree
2/26/2007 11:50,01 UCO Bachelor's Degree
3/2/2007 13:38,I plan to attend UCO to fulfill the requirements to enter into an Optometry program. 02 Second Bachelor's.
3/8/2007 10:44,01 UCO Bachelor's Degree
3/16/2007 10:12,"01
09"
3/28/2007 8:26,01 UCO Bachelors Degree
3/29/2007 9:15,10 Transfer to Another College (UCO Graduate School)
3/29/2007 9:15,"I wanted to save money because the private school I am going to is expensive, I wanted a better college experience because SNU is like a christian bubble with not much to grow on, and I would like to"
4/3/2007 9:33,"01, 04"
4/13/2007 9:16,UCO Bachelor's Degree
4/13/2007 14:35,1. dental hygiene 2. nursing 3. degree
4/19/2007 10:50,01 UCO Bachelor's Degree
4/23/2007 14:31,09 Personal Interest
4/26/2007 17:44,"01, 04"
4/27/2007 12:06,Bachelor's Degree
5/2/2007 8:50,01 UCO Bachelor's Degree
5/14/2007 9:32,"01, 12"
5/16/2007 14:58,My reason for attending UCO is that it has the degree that I want to pursue and it is close to home.
5/22/2007 8:30,12 Undecided or Non-Degree
5/31/2007 8:17,01 Bachelor's Degree
6/5/2007 8:34,.01 To gain a Bachelor's Degree from UCO.
6/5/2007 12:50,01 uco Bachelor's
6/14/2007 8:42,01 UCO Bachelor's Degree
6/18/2007 16:45,01 UCO Bachelor's Degree
7/10/2007 8:25,bachelors
7/16/2007 8:17,Great education opportunities.
7/17/2007 15:08,Transfer to Another College
7/23/2007 13:19,I am very interested in completing a course on Forensic Science as I wish to start a career in Law Enforcement and Criminology and UCO has an outstanding program in these particular areas.
7/25/2007 12:35,I want to get into the OU P.A.
7/30/2007 8:17,01 UCO Bachelor's Degree
7/31/2007 8:22,02-second bachelor's degree
8/13/2007 17:45,Bachelor's Degree.
10/13/2006 10:42,UCO Bachelor's Degree
1/10/2007 12:38,01 UCO Bachelor's Degree
1/25/2007 16:45,I am choosing UCO because its well known teaching department.
1/26/2007 16:18,01 UCO Bachelor's Degree
1/30/2007 9:50,UCO Bachelor's Degree
2/22/2007 8:23,01 UCO Bachelor's Degree
2/23/2007 11:08,Bachelors Degree
2/23/2007 11:08,"01, 03, 09, 12,"
2/23/2007 11:09,Its in Edmond and close to where i'll be staying
2/26/2007 11:48,Bachelor's Degree
2/26/2007 11:48,01 uco bachelor's degree.
2/26/2007 11:49,01 UCO Bachelor's Degree
2/26/2007 11:49,"I plan to attend UCO because it is close to home i have many friends attending and i am hoping to play football at UCO. 01, 04, 09"
2/26/2007 11:49,"The Nursing School, the family history at UCO, and the proximity to home."
2/26/2007 11:50,UCO Bachelor's Degree
2/28/2007 8:26,01 and 09.
2/28/2007 8:26,01 UCO Bachelor's Degree
2/28/2007 8:26,01 UCO Bachelor's Degree
2/28/2007 8:26,Pre-Law/Criminal Justice
3/2/2007 12:10,I believe that UCO is the right choice for me. Undecided.
3/2/2007 13:38,"I see myself going to UCO because many of the people that I know who graduated from Midwest City High School are currently attending UCO and enjoy it.
01"
3/2/2007 13:38,01 UCO Bachelor's Degree
3/2/2007 13:38,Undecided.
3/2/2007 13:39,"01 , 10; I am planning on getting my bachelor's degree in biology at UCO and then I will apply for the Veterinary Medicine Program at OSU."
3/2/2007 13:39,01 uco bachelors degree(i live in edmond)
3/5/2007 8:43,01 UCO Bachelor's Degree
3/5/2007 8:43,Location 01
3/5/2007 8:44,"01
04
09
12"
3/5/2007 8:44,Its close to home and I've heard good things about it.
3/5/2007 8:44,im not sure i just want to go to college and UCO sounded good
3/6/2007 11:53,UCO Certificate
3/6/2007 11:53,1st Bachelors Degree
3/6/2007 11:53,Undecided
3/6/2007 11:53,"Ive heard you had a good education program. Ive also talking to many people who enjoyed the college and the small classes. Coming from a graduation class of 1000, Ive always wanted to be put in smalle"
3/6/2007 16:37,UCO Bachelor's Degree
3/8/2007 10:45,cheap and close to home
3/8/2007 10:45,"01
09"
3/8/2007 10:45,"01, 09"
3/8/2007 16:28,"04 Teacher Certification
(Post Baccalaureate)"
3/9/2007 14:37,"I would like to attend UCO in order to recieve a bachelors degree in Nursing, as well as have the college life experience."
3/9/2007 14:37,UCO Bachelor's Degree
3/9/2007 15:54,01 UCO Bachelor Degree
3/12/2007 12:08,"01, 04, 09"
3/12/2007 13:38,12 undecided
3/12/2007 13:38,01 UCO Bachelors Degree
3/13/2007 11:09,01 UCO Bachelor's Degree
3/13/2007 11:09,"10, and possibly number 1."
3/13/2007 11:10,01 UCO Bachelor's Degree and 04 Teacher Certification
3/13/2007 11:10,01 UCO Bachelors Degree
3/14/2007 10:35,I want to go to UCO because I want to become the first person in my familey to go to college and I would like to go into the medical field.
3/28/2007 8:26,01 UCO Bachelor's Degree
3/28/2007 8:27,"To obtain my bachelors degree in Biology and move on to get my masters in Physical Therapy.
.01 UCO Bachelor's Degree"
3/28/2007 8:27,I want to. 01
3/28/2007 8:27,01. uco bachelor's degree
3/29/2007 9:15,UCO Bachelor's Degree
3/29/2007 9:16,01 UCO Bachelor's Degree
3/29/2007 9:16,01 UCO Bachelors Degree
3/29/2007 9:16,01 UCO Bachelor's Degree
4/2/2007 9:11,01 UCO Bachelor's Degree
4/2/2007 9:11,01 Bachelor's Degree
4/3/2007 9:32,I believe that the University of Central Oklahoma is a good place to help me in achieving my dream of becoming a nurse. I have heard that UCO is an extremely good nursing school and I would like to fu
4/3/2007 9:32,01 UCO Bachelor's Degree
4/5/2007 10:57,01 UCO
4/5/2007 10:58,"I have talked to many people involved with the hiring of teachers, and they said that UCO has a very good program.

01"
4/5/2007 10:58,12 undecided
4/5/2007 10:58,Personal Interest
4/5/2007 10:59,UCO Bachleor Degree
4/6/2007 15:32,01 UCO Bachelor's Degree
4/10/2007 11:35,UCO Bachelor's Degree
4/10/2007 16:25,01 UCO Bachelor`s Degree
4/10/2007 16:26,"01, 04"
4/10/2007 16:26,01 UCO Bachelor's Degree
4/10/2007 16:26,"12, I remain undecided on my course of action for my education, however, i am very intersted in becomming a novelist."
4/10/2007 16:28,UCO Bachelors Degree
4/11/2007 13:26,01 Great reputation for music education
4/11/2007 13:26,I would like to obtain a Bachelor's degree at UCO.
4/13/2007 9:16,01 Bachelor's Degree in Computer Science. So I can get hired for a good paying job in the future.
4/13/2007 9:16,"01  
09"
4/13/2007 14:35,01 Bachelor's Degree
4/18/2007 8:13,01 & 04
4/18/2007 8:13,"01 Bachelor's Degree, 09 Personal Interest"
4/19/2007 8:18,"UCO really stuck out to me. I love the atmosphere, I can be closer to family, and get a great education, without the wods of money needed for most colleges.      -O4"
4/19/2007 9:31,01 UCO Bachelor's Degree
4/19/2007 9:47,09 Personal Interest
4/19/2007 17:35,"I want to attend UCO because it's close to home, and i've visited before so i like it. Also my grandfather and aunt graduated from UCO."
4/20/2007 8:55,do a BSN program
4/20/2007 8:55,I want a better future.
4/22/2007 14:14,01 UCO Bachelor's Degree
4/22/2007 14:33,UCO Bachelor's Degree
4/22/2007 14:45,Masters Degree
4/22/2007 15:50,01 UCO Bachelors Degree
4/24/2007 9:35,01 UCO Bachelor's Degree
4/24/2007 9:51,"01 UCO Bachelor's degree
SONOGRAMS AND RADIOGIOLOGY technician"
4/24/2007 11:24,09 Personal Interest
4/24/2007 12:00,01 uco bachelor's degree.
4/25/2007 16:19,01. My mother attended UCO
4/26/2007 8:55,01. It's a good college and it is close to home.
4/26/2007 9:11,01 UCO Bachelor's Degree
4/26/2007 12:10,I love the campus and atmosphere! Also for my 01 bachelor's Degree.l
4/26/2007 14:13,I think it's very interesting and can help me alot in the future.
4/26/2007 16:08,01 UCO Bachelor's Degree
4/27/2007 12:06,01 UCO Bachelor's Degree
5/1/2007 8:22,01. uco bachelor's degree
5/1/2007 8:22,I want to attend this university for a minimum of 2 years in the ROTC program and focus my studies on math and science.  After the two years are completed I would apply to admitt myself at West Point.
5/1/2007 8:23,"01, 09"
5/2/2007 8:49,01 UCO Bachelor's Degree
5/2/2007 8:49,"01, 09, 12"
5/2/2007 8:49,01 UCO Bachelor's Degree
5/2/2007 8:51,02 Second Bachelor's Degree
5/4/2007 8:26,01 nursing
5/4/2007 8:27,01 UCO Bachelor's Degree
5/7/2007 8:15,01 UCO Bachelor's Degree
5/7/2007 8:15,01 UCO Bachelor's Degree
5/14/2007 9:31,IT IS THE BEST COLLEGE FOR ME.
5/14/2007 9:32, 01 My mother attended UCO
5/14/2007 9:32,It has a very good art program.
5/16/2007 14:57,I love the campus.
5/16/2007 14:57,1. UCO Bachelor's Degree  2. Personal Interset  3. Good Environment  4.  Highly Recomended
5/16/2007 14:57,01 UCO Bachelor's Degree - Dual Major with Engineering Physics - Electrical Systems and Computer Science - Applied
5/16/2007 14:58,I want to attend UCO because I have nothing but great things about this college. I have visited the camp and fell in love. Right now I am undecided.
5/16/2007 14:58,Undecided
5/18/2007 8:25,01 UCO Bachelor's Degree
5/18/2007 8:25,01 UCO Bachelor's Degree
5/21/2007 8:40,Live with aunt. 01
5/22/2007 8:30,01 UCO Bachelor's Degree
5/22/2007 8:30,01 UCO Bachelors Degree
5/23/2007 8:35,10 Transfer to Another College
